id,sanskrit,translation,explanation,source,created_at
6e245295-4abb-4a46-8f57-1df7e7fdcd74,अनन्याश्चिन्तयन्तो मां ये जनाः पर्युपासते।,Those who always think of Me and worship Me with exclusive devotion, to them, who are ever steadfast, I carry what they lack and preserve what they have.,Constant contemplation and exclusive devotion lead to divine grace.,"Bhagavad Gita, Chapter 9, Verse 22",2025-04-10 22:15:16.896855+00
6f259a07-7c92-4417-9f21-af5059bd51f3,उद्धरेदात्मनाऽऽत्मानं नात्मानमवसादयेत्।,"One must deliver himself with the help of his mind, and not degrade himself.",Self-improvement is achieved through conscious effort and positive thinking.,"Bhagavad Gita, Chapter 6, Verse 5",2025-04-10 22:15:16.896855+00
6f86f2c3-a13d-4d70-8bc0-ea71b7cbaa07,तयोर्न वशमागच्छेत् तौ ह्यस्य परिपन्थिनौ।,"One should not come under the control of such attachment and aversion, because they are stumbling blocks on the path of self-realization.",Attachment and aversion hinder self-realization.,"Bhagavad Gita, Chapter 3, Verse 34",2025-04-10 22:15:16.896855+00
703627a2-a158-425d-a7a7-f18ee3012e4a,न हि ज्ञानेन सदृशं पवित्रमिह विद्यते।,"Verily, there is no purifier in this world like knowledge.",Knowledge is the ultimate means of purification and self-realization.,"Bhagavad Gita, Chapter 4, Verse 38",2025-04-10 22:08:34.510657+00
709d9636-429e-44f0-b417-8e8856c9c256,अशब्दमस्पर्शमरूपमव्ययं तथाऽरसं नित्यमगन्धवच्च यत्,"That which is soundless, touchless, formless, undecaying, and also tasteless, eternal, and odorless",Description of the Atman,Katha Upanishad 1.3.15,2025-04-10 22:08:57.339984+00
719ad53b-c095-42c7-a069-bf08e7d2a817,अयमात्मा ब्रह्म,This Atman is Brahman,The Self is Brahman,Mandukya Upanishad 1.2,2025-04-10 22:08:57.339984+00
71b2a1d5-e392-4541-b05e-9b570af920fa,श्रेयो हि ज्ञानमभ्यासाज्ज्ञानाद्ध्यानं विशिष्यते।,"If you cannot take to this practice, then engage yourself in the cultivation of knowledge.","Knowledge is superior to mechanical practice, and meditation is superior to knowledge.","Bhagavad Gita, Chapter 12, Verse 12",2025-04-10 22:15:16.896855+00
729a790b-5850-4ce2-a923-5b2af0ff5645,तेने त्यक्तेन भुञ्जीथा मा गृधः कस्य स्विद्धनम्,Protect yourself through renunciation. Do not covet the wealth of anyone,Renounce desires and avoid greed for true freedom,"Isha Upanishad, Verse 1",2025-04-10 22:08:57.339984+00
72b08b3d-0db4-4eeb-b348-a2a629c17178,ये यथा मां प्रपद्यन्ते तांस्तथैव भजाम्यहम्।,"In whatever way people surrender to Me, I reciprocate with them accordingly.",The divine responds to the devotee's level of surrender and devotion.,"Bhagavad Gita, Chapter 4, Verse 11",2025-04-10 22:15:16.896855+00
72eb15e3-9dd6-4a85-a108-7bd9d0cdea31,अद्वेष्टृ सर्वभूतानां मैत्रः करुण एव च,"One who is not envious but is a kind friend to all living entities, who has no sense of ownership, and is free from false ego",Qualities of a true devotee,Bhagavad Gita 12.13,2025-04-10 22:26:46.332099+00
7369700a-9d2c-4241-89bf-f5e1acc6fee5,भूतभर्तृ च तज्ज्ञेयं ग्रसिष्णु प्रभविष्णु च,"He is the maintainer of every living entity, and He annihilates and creates all",Paradoxical nature of the Supersoul,Bhagavad Gita 13.17,2025-04-10 22:26:46.332099+00
74b3574b-9822-4336-b820-350decd7ecff,योगस्थः कुरु कर्माणि सङ्गं त्यक्त्वा धनञ्जय।,"Perform your duties established in yoga, O Dhananjaya, abandoning attachment.","Yoga is the path to perform actions without attachment, leading to liberation.","Bhagavad Gita, Chapter 2, Verse 48",2025-04-10 22:15:16.896855+00
7568fa1d-0bfa-4efc-aabb-74eedd71a589,क्षेत्रक्षेत्रज्ञयोर्ज्ञानं यत्तज्ज्ञानं मतं मम,Knowledge of the field and the knower of the field is considered by Me to be true knowledge,The ultimate knowledge according to the Lord,Bhagavad Gita 13.3,2025-04-10 22:26:46.332099+00
776d0784-821a-436b-8423-70a981adadf5,उपद्रष्टानुमन्ता च भर्ता भोक्ता महेश्वरः,"However, there is another transcendental enjoyer who is the Lord",The Lord as the supreme enjoyer,Bhagavad Gita 13.23,2025-04-10 22:26:46.332099+00
776e185f-0e90-4826-a2f7-f6ebd3ddbabf,कर्म ज्यायो ह्यकर्मणः शरीरयात्रापि च ते न प्रसिद्धयेदकर्मणः।,Work is better than no work. Even the bare maintenance of your body would not be possible without work.,Work is necessary for sustenance and spiritual growth.,"Bhagavad Gita, Chapter 3, Verse 8",2025-04-10 22:08:34.510657+00
77b934db-0e4d-499b-8038-ae011e7e242b,श्रेयो हि ज्ञानमभ्यासाज्ज्ञानाद्ध्यानं विशिष्यते।,"If you cannot take to this practice, then engage yourself in the cultivation of knowledge.","Knowledge is superior to mechanical practice, and meditation is superior to knowledge.","Bhagavad Gita, Chapter 12, Verse 12",2025-04-10 22:08:34.510657+00
7815296d-8383-4fa6-897b-43a7e5857681,यस्त्विन्द्रियाणि मनसा नियम्यारभतेऽर्जुन।,But he who controls the senses by the mind and engages his active organs in working without attachment, that person is superior.,Controlling senses with the mind and working without attachment is superior.,"Bhagavad Gita, Chapter 3, Verse 7",2025-04-10 22:08:34.510657+00
78575e8f-897a-47de-8349-ba751ad7a2ed,क्रोधाद्भवति सम्मोहः सम्मोहात्स्मृतिविभ्रमः।,"From anger arises delusion, and from delusion, confusion of memory.",Anger clouds judgment and leads to a loss of clarity and memory.,Bhagavad Gita 2.63,2025-04-10 22:15:16.896855+00
7979d20e-7d7e-46aa-b297-22dc4fee50b5,सर्वभूतस्थितं यो मां भजत्येकत्वमास्थितः।,"He who sees Me everywhere and sees everything in Me, never becomes separated from Me.",Seeing the divine in all beings leads to unity consciousness.,"Bhagavad Gita, Chapter 6, Verse 30",2025-04-10 22:15:16.896855+00
7b857eb4-6dfa-4fcb-b8c3-f9482007ee82,सत्यमेव जयते नानृतं सत्येन पन्था विततो देवयानः,"Truth alone triumphs, not falsehood; through truth lies the path to the divine",Triumph of truth,Mundaka Upanishad,2025-04-10 22:09:19.073161+00
7e38f3c8-00ec-4de5-87d8-16809d568480,ध्यायतो विषयान्पुंसः सङ्गस्तेषूपजायते।,"While contemplating the objects of the senses, a person develops attachment for them.",Attachment arises from dwelling on sensory pleasures.,Bhagavad Gita 2.62,2025-04-10 22:15:16.896855+00
815458f7-3e89-4fce-994b-e7f43323dbde,सर्वधर्मान् परित्यज्य मामेकं शरणं व्रज।,Abandon all varieties of dharma and simply surrender unto Me alone.,Complete surrender to the divine is the ultimate path to liberation.,"Bhagavad Gita, Chapter 18, Verse 66",2025-04-10 22:15:16.896855+00
816068b2-a63e-4123-b99b-1fbb59851d1e,आपूर्यमाणमचलप्रतिष्ठं समुद्रमापः प्रविशन्ति यद्वत्।,"As the ocean, though constantly filled by rivers, remains unmoved, similarly, the sage who remains unmoved despite the flow of desires around him attains peace, and not the man who strives to fulfill such desires.","One who remains undisturbed by desires, like the ocean, attains peace.",Bhagavad Gita 2.70,2025-04-10 22:15:16.896855+00
840fea88-1446-4733-a4e6-ff186f8f18e9,न हि ज्ञानेन सदृशं पवित्रमिह विद्यते।,"Verily, there is no purifier in this world like knowledge.",Knowledge is the ultimate means of purification and self-realization.,"Bhagavad Gita, Chapter 4, Verse 38",2025-04-10 22:15:16.896855+00
84b674c9-2a4e-409e-b4b9-c6a9eae37794,अथ चित्तं समाधातुं न शक्नोषि मयि स्थिरम्।,If you cannot fix your mind upon Me without deviation, then follow the regulative principles of bhakti-yoga. In this way develop a desire to attain Me.,"If unable to fix the mind, follow the regulative principles of bhakti-yoga.","Bhagavad Gita, Chapter 12, Verse 9",2025-04-10 22:15:16.896855+00
850014df-8583-4bee-b789-133d458e6bf8,सर्वं खल्विदं ब्रह्म,All this is Brahman,Everything is Brahman,Chandogya Upanishad 3.14.1,2025-04-10 22:08:57.339984+00
85ad3959-046c-429e-9032-d21c443462e4,सर्वे भद्राणि पश्यन्तु मा कश्चिद्दुःखभाग्भवेत्,"May all see what is auspicious, may no one suffer",Prayer for universal well-being,Brihadaranyaka Upanishad,2025-04-10 22:09:19.073161+00
866996ba-a40e-4ffe-9e9f-a7167a2628d5,मन्मना भव मद्भक्तो मद्याजी मां नमस्कुरु।,"Engage your mind always in thinking of Me, become My devotee, offer obeisances to Me and worship Me.",Directing the mind towards the divine through devotion and worship leads to union.,"Bhagavad Gita, Chapter 9, Verse 34",2025-04-10 22:15:16.896855+00
8c4f0146-9e28-43d0-884b-46573ebaec6a,एषा ब्राह्मी स्थितिः पार्थ नैनां प्राप्य विमुह्यति।,"This is the Brahmic state, O Arjuna, attaining to this, one is never deluded.","The Brahmic state is one of enlightenment, free from delusion.",Bhagavad Gita 2.72,2025-04-10 22:15:16.896855+00
90123a75-4c04-46a8-9727-a0394eaff7b9,तथा विद्वान् नामरूपाद् विमुक्तः परात्परं पुरुषमुपैति दिव्यम्,"So the wise one, freed from name and form, attains the supreme divine Person",Freedom from name and form leads to the divine,Mundaka Upanishad,2025-04-10 22:09:19.073161+00
91788230-5153-429c-9883-243e3f509c8d,पुरुषः सुखदुःखानां भोक्तृत्वे हेतुरुच्यते,"The living entity, thus situated in material nature, enjoys the modes of nature, and this is the cause of his various sufferings and enjoyments",Living entitys role in experiencing sufferings and enjoyments,Bhagavad Gita 13.21,2025-04-10 22:26:46.332099+00
91b6a238-aa11-416d-8d5e-47628f5ca8cf,मयि सर्वाणि कर्माणि सन्न्यस्याध्यात्मचेतसा।,"Perform all your activities, dedicating them to Me, with full knowledge of Me.",Dedicate all actions to the divine with full awareness.,"Bhagavad Gita, Chapter 3, Verse 30",2025-04-10 22:15:16.896855+00
92f61274-1a85-4e6e-ac2b-3fe19a57a59a,पत्रं पुष्पं फलं तोयं यो मे भक्त्या प्रयच्छति।,"If one offers Me with love and devotion a leaf, a flower, a fruit or water, I will accept it.","Sincere devotion is the key, not the material offering.","Bhagavad Gita, Chapter 9, Verse 26",2025-04-10 22:08:34.510657+00
941e9ff4-d700-4743-9c8f-63262a7a5328,स्थित्वाऽस्यामन्तकालेऽपि ब्रह्मनिर्वाणमृच्छति।,"Being established in this state even at the end of life, one attains Brahmanirvana oneness with Brahman.","Attaining the Brahmic state, even at the time of death, leads to liberation.",Bhagavad Gita 2.72,2025-04-10 22:15:16.896855+00
96fe4fd8-d436-4faa-96c5-668ab8ad0150,सूक्ष्मत्वात्तदविज्ञेयं दूरस्थं चान्तिके च तत्,"Because of His being subtle, He is beyond the power of the material senses to see or to know",Paradoxical nature of the Supersoul,Bhagavad Gita 13.16,2025-04-10 22:26:46.332099+00
980c1e21-9ee8-44ec-b115-15336c0c09c1,तत् त्वं असि,That Thou Art,You are one with the divine,Chandogya Upanishad 6.8.7,2025-04-10 22:08:57.339984+00
9891aa60-1bfd-4b8e-8f01-d61e98100438,परास्य शक्तिर्विविधैव श्रूयते स्वाभाविकी ज्ञानबलक्रिया च,"His supreme power is revealed in various ways; His knowledge, strength, and action are natural to Him",The divine power is diverse and natural,Shvetashvatara Upanishad,2025-04-10 22:09:19.073161+00
996a429b-0c18-4b14-8bae-d6f4556dd2ba,अद्वेष्टा सर्वभूतानां मैत्रः करुण एव च।,One who is not envious but is a kind friend to all living entities, who does not think himself a proprietor and is free from false ego, who is equal in both happiness and distress, who is tolerant, always satisfied, self-controlled, and engaged in devotional service with determination, his mind and intelligence fixed on Me—such a devotee of Mine is very dear to Me.,Non-enviousness and kindness are signs of a devotee.,"Bhagavad Gita, Chapter 12, Verse 13",2025-04-10 22:08:34.510657+00
9b8cb216-53da-4146-91e1-f9ad2ba78a2e,न तत्र सूर्यो भाति न चन्द्रतारकं नेमा विद्युतो भान्ति कुतोऽयमग्निः,"There the sun does not shine, nor do the moon and stars, nor do these lightnings shine. How then could this fire?",The divine light transcends all other lights,Katha Upanishad 2.2.15,2025-04-10 22:08:57.339984+00
9be26756-96c2-4edf-834b-7919242de39a,यदृच्छालाभसन्तुष्टो द्वन्द्वातीतो विमत्सरः।,"He who is satisfied with gain which comes of its own accord, who is free from duality and does not envy, who is steady in both success and failure, is never entangled, although performing actions.",Contentment and freedom from envy are qualities of a realized soul.,"Bhagavad Gita, Chapter 4, Verse 22",2025-04-10 22:08:34.510657+00
9d265774-704c-495d-a9d0-609667f16a77,प्रसादे सर्वदुःखानां हानिरस्योपजायते।,"In that serenity, all miseries come to an end, for the intellect of such a person of serene mind soon becomes steady.","A serene mind is free from suffering, and the intellect becomes stable.",Bhagavad Gita 2.65,2025-04-10 22:15:16.896855+00
9d8712c6-e3c6-4479-8135-cbf0274a63ee,तेषामहं समुद्धर्ता मृत्युसंसारसागरात्।,I swiftly deliver them from the ocean of birth and death.,The divine rescues those who are devoted.,"Bhagavad Gita, Chapter 12, Verse 7",2025-04-10 22:08:34.510657+00
9e4d1b7d-08f2-4d2f-98a0-122ec0754bd8,ज्योतिषामपि तज्ज्योतिस्तमसः परमुच्यते,He is the source of light in all luminous objects,Supersoul as the source of all light,Bhagavad Gita 13.18,2025-04-10 22:26:46.332099+00
9effbc13-6747-4786-9dca-2a497d1d9352,इच्छा द्वेषः सुखं दुःखं सङ्घातश्चेतना धृतिः,"Desire, hatred, happiness, distress, the aggregate, the life symptoms, and convictions all these are considered, in summary, to be the field of activities and its interactions",Interactions within the field (body),Bhagavad Gita 13.7,2025-04-10 22:26:46.332099+00
9f0777de-8cfb-49a6-a13b-cc5bf862ecbe,कर्मेन्द्रियाणि संयम्य य आस्ते मनसा स्मरन्।,One who restrains the senses of action but whose mind dwells on sense objects, such a person is deluded and is called a pretender.,Hypocrisy arises from controlling actions but dwelling on desires.,"Bhagavad Gita, Chapter 3, Verse 6",2025-04-10 22:15:16.896855+00
9ff355dd-e7da-445c-aef3-71ac55822871,अनन्याश्चिन्तयन्तो मां ये जनाः पर्युपासते।,Those who always think of Me and worship Me with exclusive devotion, to them, who are ever steadfast, I carry what they lack and preserve what they have.,Constant contemplation and exclusive devotion lead to divine grace.,"Bhagavad Gita, Chapter 9, Verse 22",2025-04-10 22:08:34.510657+00
a02eb857-c58e-457f-b68c-a995d414f2ef,तुल्यनिन्दास्तुतिर्मौनी सन्तुष्टो येन केनचित्,"Who is equal in praise and reproach, who speaks little, who is satisfied with whatever comes, who is not attached to his home",Qualities of a true devotee,Bhagavad Gita 12.19,2025-04-10 22:26:46.332099+00
a0f1df55-24b9-4cf0-a18c-1ab94da55315,मन्मना भव मद्भक्तो मद्याजी मां नमस्कुरु।,"Engage your mind always in thinking of Me, become My devotee, offer obeisances to Me and worship Me.",Directing the mind towards the divine through devotion and worship leads to union.,"Bhagavad Gita, Chapter 9, Verse 34",2025-04-10 22:08:34.510657+00
a2384d0a-696c-4df0-ab36-503526f0bf33,न जायते म्रियते वा विपश्चित्,The wise man is neither born nor does he die,The true self is eternal,Katha Upanishad 1.2.18,2025-04-10 22:08:57.339984+00
a24a2543-d855-49fb-9342-52d5d8ecf298,इति क्षेत्रं तथा ज्ञानं ज्ञेयं चोक्तं समासतः,"Thus the field of activities, knowledge, and the knowable have been summarily described by Me",Summary of the topics discussed,Bhagavad Gita 13.19,2025-04-10 22:26:46.332099+00
a33a9ba4-196d-4122-b4d6-e93fd150c4b3,सुखदुःखे समे कृत्वा लाभालाभौ जयाजयौ।,"Treating alike happiness and distress, gain and loss, victory and defeat, engage yourself in battle. Thus you will not incur sin.",Equanimity in all circumstances is essential for spiritual progress.,"Bhagavad Gita, Chapter 2, Verse 38",2025-04-10 22:08:34.510657+00
a34cf9bb-2dd5-4bb2-ae76-385204c51332,सत्यं ज्ञानमनन्तं ब्रह्म,"Brahman is Truth, Knowledge, and Infinity",Definition of Brahman,Taittiriya Upanishad 2.1.1,2025-04-10 22:09:19.073161+00
a357c15d-75d6-4afb-9d27-72a663fbb181,ये त्वेतदभ्यसूयन्तो नानुतिष्ठन्ति मे मतम्।,"But those who, out of envy, disregard these teachings and do not follow them regularly, are to be considered bereft of all knowledge, befooled, and ruined in their endeavors.",Envy and disregard for divine teachings lead to ignorance.,"Bhagavad Gita, Chapter 3, Verse 32",2025-04-10 22:15:16.896855+00
a530f03b-e6fe-4ea7-83a9-50732c8dba08,अभ्यासेऽप्यसमर्थोऽसि मत्कर्मपरमो भव।,"If you cannot practice the regulations of bhakti-yoga, then just try to work for Me.",Working for the divine is another path if regulation is difficult.,"Bhagavad Gita, Chapter 12, Verse 10",2025-04-10 22:15:16.896855+00
a69b69e0-1002-491b-8e36-d39f7dd69bff,मिथ्याचारः स उच्यते सः पापी पापकृत्तमः।,"He is called a pretender, a wrongdoer, and a doer of the worst deeds.",Pretense leads to wrongdoing.,"Bhagavad Gita, Chapter 3, Verse 6",2025-04-10 22:08:34.510657+00
a7f725ef-6090-44a9-8ce5-d6f761d90846,ब्रह्मसूत्रपदैश्चैव हेतुमद्भिर्विनिश्चितैः,And it is especially presented in Vedanta-sutra with all reasoning as to cause and effect,Emphasis on Vedanta-sutra as a source of this knowledge,Bhagavad Gita 13.5,2025-04-10 22:26:46.332099+00
a80035ee-4a59-4a8f-a015-187c1063afed,अनादिमत्परं ब्रह्म न सत्तन्नासदुच्यते,"This knowable is without beginning, is beyond Me, and is beyond both cause and effect",Description of the knowable (Brahman),Bhagavad Gita 13.13,2025-04-10 22:26:46.332099+00
a8f840bf-4bb5-408f-9bce-a57b07571dd7,ये मे मतमिदं नित्यमनुतिष्ठन्ति मानवाः।,Those who execute their duties according to My injunctions and who follow this teaching faithfully, without envy, become free from the bondage of fruitive actions.,Following the divine teachings leads to liberation.,"Bhagavad Gita, Chapter 3, Verse 31",2025-04-10 22:15:16.896855+00
accc597b-a9c4-4c33-8da4-756d958449a7,सर्वज्ञानविमूढांस्तान् विद्धि नष्टानचेतसः।,"Those who, out of envy, disregard these teachings and do not follow them regularly, are to be considered bereft of all knowledge, befooled, and ruined in their endeavors.",Lack of knowledge and foolishness lead to ruin.,"Bhagavad Gita, Chapter 3, Verse 32",2025-04-10 22:15:16.896855+00
ad949c3c-fb9d-4a81-b9e2-74d4e23828ad,सङ्गात्सञ्जायते कामः कामक्रोधोऽभिजायते।,"From attachment, desire arises, and from desire, anger springs forth.","Attachment leads to desire, which in turn can manifest as anger.",Bhagavad Gita 2.62,2025-04-10 22:15:16.896855+00
af184999-fe1f-47f1-885e-8880826aaebf,नित्यं च समचित्तत्वमिष्टानिष्टोपपत्तिषु,Equanimity in the face of desirable and undesirable events,Qualities conducive to knowledge,Bhagavad Gita 13.10,2025-04-10 22:26:46.332099+00
af62f9c9-cf72-4a03-9fbb-68b131baacac,नास्ति बुद्धिरयुक्तस्य न चायुक्तस्य भावना।,One whose mind and senses are not controlled can neither have the intellect nor steady contemplation.,"Without control over the mind and senses, neither intellect nor contemplation is possible.",Bhagavad Gita 2.66,2025-04-10 22:15:16.896855+00
aff648e3-1286-41ef-b62c-72e7442e8934,कार्यकारणकर्तृत्वे हेतुः प्रकृतिरुच्यते,"Nature is said to be the cause of all material activities and effects, whereas the living entity is the cause of the various sufferings and enjoyments in this world",Roles of nature and the living entity,Bhagavad Gita 13.21,2025-04-10 22:26:46.332099+00
b1ba3738-289f-473c-8b0e-1751da5fbf88,विहाय कामान्यः सर्वान्पुमांश्चरति निस्पृहः।,"The person who has abandoned all desires and moves without longing, devoid of the sense of ""I"" and ""mine"" attains peace.",Freedom from desires and ego leads to peace.,Bhagavad Gita 2.71,2025-04-10 22:15:16.896855+00
b52464fe-408d-49f4-984a-a3b4790e73cd,अमानित्वमदम्भित्वमहिंसा क्षान्तिरार्जवम्,"Humility, pridelessness, nonviolence, tolerance, simplicity",Qualities conducive to knowledge,Bhagavad Gita 13.8,2025-04-10 22:26:46.332099+00
b67449f0-a53a-4583-b2f5-53f53f7ed366,सदृशं चेष्टते स्वस्याः प्रकृतेर्ज्ञानवानपि।,Even a man of knowledge acts according to his own nature.,Actions are influenced by ones inherent nature.,"Bhagavad Gita, Chapter 3, Verse 33",2025-04-10 22:08:34.510657+00
b6aaeafd-e159-42b8-aba8-98ce82b63950,हर्षामर्षभयोद्वेगैर्मुक्तो यः स च मे प्रियः,Such a devotee is very dear to Me,The Lord's declaration of love for such a devotee,Bhagavad Gita 12.15,2025-04-10 22:26:46.332099+00
b6cc12f1-3067-473f-a18e-ba9cfdff2fef,अथैतदप्यशक्तोऽसि कर्तुं मद्योगमाश्रितः।,"If, however, you are unable to work in this consciousness of Me, then try to act giving up all results of your work and try to be self-situated.","If unable to work for the divine, renounce the results of your actions.","Bhagavad Gita, Chapter 12, Verse 11",2025-04-10 22:08:34.510657+00
b6f17ebc-59fa-4bc4-8197-fa8d596ae491,मद्भक्त एतद्विज्ञाय मद्भावायोपपद्यते,Only My devotees can understand this thoroughly and thus attain to My nature,Devotion as the key to understanding these topics,Bhagavad Gita 13.19,2025-04-10 22:26:46.332099+00
b787e57b-1be0-44f9-aac0-456a8ecf15ea,असतो मा सद्गमय,Lead us from the unreal to the Real,Prayer for guidance to truth,Brihadaranyaka Upanishad,2025-04-10 22:09:19.073161+00
b853209b-87de-4306-8863-88171a2c20fc,श्रद्धावान् लभते ज्ञानं तत्परः संयतेन्द्रियः।,"The faithful, who are devoted to acquiring knowledge and who have subdued their senses, achieve enlightenment.","Faith, devotion, and self-control are essential for attaining true knowledge.","Bhagavad Gita, Chapter 4, Verse 39",2025-04-10 22:15:16.896855+00
b86d7840-a02f-45c5-97ce-779d1b40706b,प्रकृतिं यान्ति भूतानि निग्रहः किं करिष्यति।,Living entities follow their nature. What can repression accomplish?,Repressing ones nature is futile.,"Bhagavad Gita, Chapter 3, Verse 33",2025-04-10 22:08:34.510657+00
b9036887-762f-416f-b895-d32bc14b8f2c,प्रकृतिं पुरुषं चैव विद्ध्यनादी उभावपि,Material nature and the living entities should be understood as beginningless,Beginningless nature of matter and spirit,Bhagavad Gita 13.20,2025-04-10 22:26:46.332099+00
b906425a-e8f8-4c69-be4d-e11c9ee25bee,समं सर्वेषु भूतेषु तिष्ठन्तं परमेश्वरम्।,One who sees the Supreme Lord equally present in all living beings, the Imperishable among the perishable, sees truly.,Recognizing the divine presence in all beings is a sign of enlightenment.,"Bhagavad Gita, Chapter 13, Verse 28",2025-04-10 22:08:34.510657+00
b9fb4343-70ab-4f1b-8252-f88a8c79a937,असक्तिरनभिष्वङ्गः पुत्रदारगृहादिषु,"Nonattachment, being free from entanglement with children, wife, home and the rest",Qualities conducive to knowledge,Bhagavad Gita 13.9,2025-04-10 22:26:46.332099+00
baed921c-586e-4f29-a6af-d674a0ecf951,स च यो यत्प्रभावश्च तत्समासेन मे श्रृणु,And also of the knower of the field and his influence,The Lord's promise to describe the knower of the field,Bhagavad Gita 13.4,2025-04-10 22:26:46.332099+00
bafdb47e-6343-4406-bc39-3207521e31cd,अग्ने नय सुपथा राये अस्मान्,"O Agni, lead us on the right path to prosperity",Prayer to Agni (fire) for guidance,"Isha Upanishad, Verse 18",2025-04-10 22:08:57.339984+00
bbd2de91-22e7-4c1b-a2c9-73304993089c,सन्तुष्टः सततं योगी यतात्मा दृढनिश्चयः।,"The yogi who is ever satisfied, controlling his mind and senses, and is resolute in his determination, whose mind and intelligence are fixed on Me—such a yogi is My devotee and is very dear to Me.","Satisfaction, self-control, and resolve are qualities of a yogi.","Bhagavad Gita, Chapter 6, Verse 18",2025-04-10 22:15:16.896855+00
bcd38c44-a294-415b-baa3-eeb0df67f32b,तं ह देवमात्मबुद्धिप्रकाशं मुमुक्षुर्वै शरणमहं प्रपद्ये,"I, seeking liberation, take refuge in that God, who reveals Himself through the light of ones own intellect",Taking refuge in the divine for liberation,Shvetashvatara Upanishad,2025-04-10 22:09:19.073161+00
c24d136f-37ce-47eb-8c3f-fe6fc675630b,आनन्दो ब्रह्मेति व्यजानात्,He realized that Brahman is Bliss,Realization of Brahman as Bliss,Taittiriya Upanishad 3.6.1,2025-04-10 22:09:19.073161+00
c4519e94-d8b4-4d0b-a989-b2f64880ea4c,परेण नाकं निहितं गुहायां विभ्राजते यद्यतयो विशन्ति,"Supreme is that blissful state, hidden in the cave of the heart, where the aspirants enter",The heart as the cave of the divine,Kaivalya Upanishad,2025-04-10 22:09:19.073161+00
c587d205-3982-4e78-921c-766eb7cac7f6,असतो मा सद्गमय तमसो मा ज्योतिर्गमय मृत्योर्मा अमृतं गमय,"Lead us from the unreal to the Real, from darkness to Light, from death to Immortality","This is a prayer for enlightenment and self-realization, seeking to transcend limitations",Brihadaranyaka Upanishad 1.3.28,2025-04-10 22:08:57.339984+00
c7abbe0a-d6c3-4868-a7fe-22e78558d81c,असक्तं सर्वभृच्चैव निर्गुणं गुणभोक्तृ च,"He is unattached, although He is the maintainer of all, and He is transcendental to the modes of nature, although He is the master of them",Paradoxical nature of the Supersoul,Bhagavad Gita 13.15,2025-04-10 22:26:46.332099+00
c853b7e8-ef8f-428a-8f00-04f9ca491342,रागद्वेषविमुक्तेस्तु विषयानिन्द्रियैश्चरन्।,"But by controlling the mind, and without attachment or aversion, even while enjoying sense objects, one attains grace.","Detachment from likes and dislikes, even while engaging with the senses, leads to inner peace.",Bhagavad Gita 2.64,2025-04-10 22:15:16.896855+00
c9962361-2073-403b-aac5-9d6bc526a317,क्षेत्रज्ञं चापि मां विद्धि सर्वक्षेत्रेषु भारत,"Know that I am also the knower of the field in all fields, O Bharata",The Lord's declaration of being the knower of all fields,Bhagavad Gita 13.3,2025-04-10 22:26:46.332099+00
ca436ebb-099f-4368-bf95-71bcba727de1,ॐ सह नाववतु सह नौ भुनक्तु,"Om, may He protect us both, may He nourish us both",Prayer for mutual protection and nourishment,Katha Upanishad,2025-04-10 22:09:19.073161+00
cadbb562-676b-45b9-9f6b-c28095e9b4d7,यो ब्रह्माणं विद्धाति पूर्वं यो वै वेदांश्च प्रहिणोति तस्मै,He who creates Brahma first and delivers the Vedas to him,The divine is the source of Brahma and the Vedas,Shvetashvatara Upanishad,2025-04-10 22:09:19.073161+00
cb256cbb-bc9c-4ecd-af6a-1b5a6d346c53,सर्वथा वर्तमानोऽपि न स भूयोऽभिजायते,"He will not take birth here again, regardless of his present situation",Liberation from rebirth,Bhagavad Gita 13.24,2025-04-10 22:26:46.332099+00
cba8d03e-3227-43d2-b304-926414de63d4,योगस्थः कुरु कर्माणि सङ्गं त्यक्त्वा धनञ्जय।,"Perform your duties established in yoga, O Dhananjaya, abandoning attachment.","Yoga is the path to perform actions without attachment, leading to liberation.","Bhagavad Gita, Chapter 2, Verse 48",2025-04-10 22:08:34.510657+00
cca24526-9f60-472c-a13d-7d2fa2a116e1,यदा यदा हि धर्मस्य ग्लानिर्भवति भारत।,"Whenever there is a decline in righteousness, O Bharata, and a rise of unrighteousness, then I manifest Myself.",The divine descends to restore dharma and protect the virtuous.,"Bhagavad Gita, Chapter 4, Verse 7",2025-04-10 22:15:16.896855+00
cd6b664d-b7cf-465b-a9d3-a674a3351f84,यस्त्विन्द्रियाणि मनसा नियम्यारभतेऽर्जुन।,But he who controls the senses by the mind and engages his active organs in working without attachment, that person is superior.,Controlling senses with the mind and working without attachment is superior.,"Bhagavad Gita, Chapter 3, Verse 7",2025-04-10 22:08:34.510657+00
cd9a5fb1-4d99-472f-880b-3f615eb49e32,यदात्मतत्त्वेन तु ब्रह्मतत्त्वं दीपोपमेनेह युक्तः प्रपश्येत्,"When one realizes the truth of Brahman with the help of the Atman, like a lamp",Realization of Brahman through the Atman,Shvetashvatara Upanishad 2.15,2025-04-10 22:08:57.339984+00
cf1f82e1-053e-40f5-9399-b9f9b1fae6fd,तमेव भान्तमनुभाति सर्वं तस्य भासा सर्वमिदं विभाति,"Everything shines after Him; by His light, all this is illuminated",Everything is illuminated by the divine light,Katha Upanishad 2.2.15,2025-04-10 22:08:57.339984+00
